Id,ActivityHour,Calories
1503960366,4/21/16 8:00,71
1503960366,4/21/16 9:00,133
1503960366,4/21/16 10:00,77
1503960366,4/21/16 11:00,55
1503960366,4/21/16 12:00,73
1503960366,4/21/16 13:00,113
1503960366,4/21/16 14:00,58
1503960366,4/21/16 15:00,68
1503960366,4/21/16 16:00,60
1503960366,4/21/16 17:00,60
1503960366,4/21/16 18:00,69
1503960366,4/21/16 19:00,64
1503960366,4/21/16 20:00,213
1503960366,4/21/16 21:00,104
1503960366,4/21/16 22:00,63
1503960366,4/21/16 23:00,84
1503960366,4/22/16 0:00,47
1503960366,4/22/16 1:00,47
1503960366,4/22/16 2:00,47
1503960366,4/22/16 3:00,47
1503960366,4/22/16 4:00,47
1503960366,4/22/16 5:00,47
1503960366,4/22/16 6:00,47
1503960366,4/22/16 7:00,47
1503960366,4/22/16 8:00,47
1503960366,4/22/16 9:00,65
1503960366,4/22/16 10:00,54
1503960366,4/22/16 11:00,102
1503960366,4/22/16 12:00,57
1503960366,4/22/16 13:00,60
1503960366,4/22/16 14:00,54
1503960366,4/22/16 15:00,66
1503960366,4/22/16 16:00,58
1503960366,4/22/16 17:00,104
1503960366,4/22/16 18:00,87
1503960366,4/22/16 19:00,82
1503960366,4/22/16 20:00,71
1503960366,4/22/16 21:00,311
1503960366,4/22/16 22:00,95
1503960366,4/22/16 23:00,136
1503960366,4/23/16 0:00,63
1503960366,4/23/16 1:00,47
1503960366,4/23/16 2:00,49
1503960366,4/23/16 3:00,47
1503960366,4/23/16 4:00,47
1503960366,4/23/16 5:00,48
1503960366,4/23/16 6:00,50
1503960366,4/23/16 7:00,48
1503960366,4/23/16 8:00,59
1503960366,4/23/16 9:00,75
1503960366,4/23/16 10:00,56
1503960366,4/23/16 11:00,84
1503960366,4/23/16 12:00,129
1503960366,4/23/16 13:00,129
1503960366,4/23/16 14:00,78
1503960366,4/23/16 15:00,73
1503960366,4/23/16 16:00,140
1503960366,4/23/16 17:00,121
1503960366,4/23/16 18:00,173
1503960366,4/23/16 19:00,51
1503960366,4/23/16 20:00,63
1503960366,4/23/16 21:00,162
1503960366,4/23/16 22:00,96
1503960366,4/23/16 23:00,60
1503960366,4/24/16 0:00,66
1503960366,4/24/16 1:00,54
1503960366,4/24/16 2:00,48
1503960366,4/24/16 3:00,48
1503960366,4/24/16 4:00,49
1503960366,4/24/16 5:00,48
1503960366,4/24/16 6:00,49
1503960366,4/24/16 7:00,47
1503960366,4/24/16 8:00,49
1503960366,4/24/16 9:00,59
1503960366,4/24/16 10:00,90
1503960366,4/24/16 11:00,67
1503960366,4/24/16 12:00,82
1503960366,4/24/16 13:00,74
1503960366,4/24/16 14:00,52
1503960366,4/24/16 15:00,52
1503960366,4/24/16 16:00,102
1503960366,4/24/16 17:00,86
1503960366,4/24/16 18:00,115
1503960366,4/24/16 19:00,270
1503960366,4/24/16 20:00,76
1503960366,4/24/16 21:00,74
1503960366,4/24/16 22:00,61
1503960366,4/24/16 23:00,72
1503960366,4/25/16 0:00,62
1503960366,4/25/16 1:00,53
1503960366,4/25/16 2:00,57
1503960366,4/25/16 3:00,47
1503960366,4/25/16 4:00,50
1503960366,4/25/16 5:00,49
1503960366,4/25/16 6:00,47
1503960366,4/25/16 7:00,52
1503960366,4/25/16 8:00,83
1503960366,4/25/16 9:00,146
1503960366,4/25/16 10:00,73
1503960366,4/25/16 11:00,121
1503960366,4/25/16 12:00,92
1503960366,4/25/16 13:00,75
1503960366,4/25/16 14:00,62
1503960366,4/25/16 15:00,76
1503960366,4/25/16 16:00,71
1503960366,4/25/16 17:00,67
1503960366,4/25/16 18:00,61
1503960366,4/25/16 19:00,182
1503960366,4/25/16 20:00,95
1503960366,4/25/16 21:00,267
1503960366,4/25/16 22:00,68
1503960366,4/25/16 23:00,54
1503960366,4/26/16 0:00,56
1503960366,4/26/16 1:00,66
1503960366,4/26/16 2:00,51
1503960366,4/26/16 3:00,64
1503960366,4/26/16 4:00,48
1503960366,4/26/16 5:00,49
1503960366,4/26/16 6:00,48
1503960366,4/26/16 7:00,52
1503960366,4/26/16 8:00,67
1503960366,4/26/16 9:00,139
1503960366,4/26/16 10:00,92
1503960366,4/26/16 11:00,78
1503960366,4/26/16 12:00,74
1503960366,4/26/16 13:00,126
1503960366,4/26/16 14:00,142
1503960366,4/26/16 15:00,74
1503960366,4/26/16 16:00,93
1503960366,4/26/16 17:00,60
1503960366,4/26/16 18:00,169
1503960366,4/26/16 19:00,73
1503960366,4/26/16 20:00,127
1503960366,4/26/16 21:00,79
1503960366,4/26/16 22:00,66
1503960366,4/26/16 23:00,80
1503960366,4/27/16 0:00,68
1503960366,4/27/16 1:00,59
1503960366,4/27/16 2:00,53
1503960366,4/27/16 3:00,47
1503960366,4/27/16 4:00,47
1503960366,4/27/16 5:00,47
1503960366,4/27/16 6:00,47
1503960366,4/27/16 7:00,47
1503960366,4/27/16 8:00,47
1503960366,4/27/16 9:00,149
1503960366,4/27/16 10:00,93
1503960366,4/27/16 11:00,100
1503960366,4/27/16 12:00,89
1503960366,4/27/16 13:00,76
1503960366,4/27/16 14:00,150
1503960366,4/27/16 15:00,63
1503960366,4/27/16 16:00,64
1503960366,4/27/16 17:00,73
1503960366,4/27/16 18:00,178
1503960366,4/27/16 19:00,318
1503960366,4/27/16 20:00,174
1503960366,4/27/16 21:00,76
1503960366,4/27/16 22:00,47
1503960366,4/27/16 23:00,47
1503960366,4/28/16 0:00,47
1503960366,4/28/16 1:00,62
1503960366,4/28/16 2:00,48
1503960366,4/28/16 3:00,47
1503960366,4/28/16 4:00,48
1503960366,4/28/16 5:00,47
1503960366,4/28/16 6:00,48
1503960366,4/28/16 7:00,49
1503960366,4/28/16 8:00,63
1503960366,4/28/16 9:00,116
1503960366,4/28/16 10:00,105
1503960366,4/28/16 11:00,73
1503960366,4/28/16 12:00,78
1503960366,4/28/16 13:00,108
1503960366,4/28/16 14:00,124
1503960366,4/28/16 15:00,61
1503960366,4/28/16 16:00,81
1503960366,4/28/16 17:00,72
1503960366,4/28/16 18:00,138
1503960366,4/28/16 19:00,56
1503960366,4/28/16 20:00,151
1503960366,4/28/16 21:00,103
1503960366,4/28/16 22:00,55
1503960366,4/28/16 23:00,121
1503960366,4/29/16 0:00,65
1503960366,4/29/16 1:00,49
1503960366,4/29/16 2:00,54
1503960366,4/29/16 3:00,47
1503960366,4/29/16 4:00,47
1503960366,4/29/16 5:00,48
1503960366,4/29/16 6:00,47
1503960366,4/29/16 7:00,52
1503960366,4/29/16 8:00,67
1503960366,4/29/16 9:00,142
1503960366,4/29/16 10:00,60
1503960366,4/29/16 11:00,60
1503960366,4/29/16 12:00,65
1503960366,4/29/16 13:00,62
1503960366,4/29/16 14:00,136
1503960366,4/29/16 15:00,110
1503960366,4/29/16 16:00,73
1503960366,4/29/16 17:00,75
1503960366,4/29/16 18:00,60
1503960366,4/29/16 19:00,71
1503960366,4/29/16 20:00,80
1503960366,4/29/16 21:00,118
1503960366,4/29/16 22:00,111
1503960366,4/29/16 23:00,140
1503960366,4/30/16 0:00,51
1503960366,4/30/16 1:00,57
1503960366,4/30/16 2:00,47
1503960366,4/30/16 3:00,49
1503960366,4/30/16 4:00,47
1503960366,4/30/16 5:00,48
1503960366,4/30/16 6:00,48
1503960366,4/30/16 7:00,48
1503960366,4/30/16 8:00,52
1503960366,4/30/16 9:00,64
1503960366,4/30/16 10:00,72
1503960366,4/30/16 11:00,62
1503960366,4/30/16 12:00,58
1503960366,4/30/16 13:00,65
1503960366,4/30/16 14:00,85
1503960366,4/30/16 15:00,94
1503960366,4/30/16 16:00,203
1503960366,4/30/16 17:00,160
1503960366,4/30/16 18:00,159
1503960366,4/30/16 19:00,60
1503960366,4/30/16 20:00,62
1503960366,4/30/16 21:00,96
1503960366,4/30/16 22:00,144
1503960366,4/30/16 23:00,116
1503960366,5/1/16 0:00,64
1503960366,5/1/16 1:00,60
1503960366,5/1/16 2:00,50
1503960366,5/1/16 3:00,48
1503960366,5/1/16 4:00,47
1503960366,5/1/16 5:00,48
1503960366,5/1/16 6:00,47
1503960366,5/1/16 7:00,52
1503960366,5/1/16 8:00,56
1503960366,5/1/16 9:00,67
1503960366,5/1/16 10:00,61
1503960366,5/1/16 11:00,65
1503960366,5/1/16 12:00,66
1503960366,5/1/16 13:00,57
1503960366,5/1/16 14:00,91
1503960366,5/1/16 15:00,81
1503960366,5/1/16 16:00,97
1503960366,5/1/16 17:00,108
1503960366,5/1/16 18:00,159
1503960366,5/1/16 19:00,71
1503960366,5/1/16 20:00,59
1503960366,5/1/16 21:00,86
1503960366,5/1/16 22:00,127
1503960366,5/1/16 23:00,161
1503960366,5/2/16 0:00,50
1503960366,5/2/16 1:00,59
1503960366,5/2/16 2:00,47
1503960366,5/2/16 3:00,49
1503960366,5/2/16 4:00,47
1503960366,5/2/16 5:00,47
1503960366,5/2/16 6:00,47
1503960366,5/2/16 7:00,51
1503960366,5/2/16 8:00,68
1503960366,5/2/16 9:00,142
1503960366,5/2/16 10:00,82
1503960366,5/2/16 11:00,78
1503960366,5/2/16 12:00,153
1503960366,5/2/16 13:00,107
1503960366,5/2/16 14:00,75
1503960366,5/2/16 15:00,76
1503960366,5/2/16 16:00,88
1503960366,5/2/16 17:00,73
1503960366,5/2/16 18:00,68
1503960366,5/2/16 19:00,73
1503960366,5/2/16 20:00,231
1503960366,5/2/16 21:00,119
1503960366,5/2/16 22:00,106
1503960366,5/2/16 23:00,80
1503960366,5/3/16 0:00,54
1503960366,5/3/16 1:00,58
1503960366,5/3/16 2:00,49
1503960366,5/3/16 3:00,57
1503960366,5/3/16 4:00,47
1503960366,5/3/16 5:00,47
1503960366,5/3/16 6:00,50
1503960366,5/3/16 7:00,51
1503960366,5/3/16 8:00,64
1503960366,5/3/16 9:00,114
1503960366,5/3/16 10:00,99
1503960366,5/3/16 11:00,74
1503960366,5/3/16 12:00,81
1503960366,5/3/16 13:00,83
1503960366,5/3/16 14:00,88
1503960366,5/3/16 15:00,136
1503960366,5/3/16 16:00,103
1503960366,5/3/16 17:00,89
1503960366,5/3/16 18:00,191
1503960366,5/3/16 19:00,58
1503960366,5/3/16 20:00,50
1503960366,5/3/16 21:00,109
1503960366,5/3/16 22:00,163
1503960366,5/3/16 23:00,77
1503960366,5/4/16 0:00,79
1503960366,5/4/16 1:00,53
1503960366,5/4/16 2:00,47
1503960366,5/4/16 3:00,47
1503960366,5/4/16 4:00,47
1503960366,5/4/16 5:00,47
1503960366,5/4/16 6:00,47
1503960366,5/4/16 7:00,47
1503960366,5/4/16 8:00,53
1503960366,5/4/16 9:00,125
1503960366,5/4/16 10:00,87
1503960366,5/4/16 11:00,65
1503960366,5/4/16 12:00,75
1503960366,5/4/16 13:00,76
1503960366,5/4/16 14:00,152
1503960366,5/4/16 15:00,65
1503960366,5/4/16 16:00,64
1503960366,5/4/16 17:00,71
1503960366,5/4/16 18:00,145
1503960366,5/4/16 19:00,78
1503960366,5/4/16 20:00,124
1503960366,5/4/16 21:00,110
1503960366,5/4/16 22:00,63
1503960366,5/4/16 23:00,52
1503960366,5/5/16 0:00,56
1503960366,5/5/16 1:00,58
1503960366,5/5/16 2:00,52
1503960366,5/5/16 3:00,47
1503960366,5/5/16 4:00,53
1503960366,5/5/16 5:00,47
1503960366,5/5/16 6:00,49
1503960366,5/5/16 7:00,51
1503960366,5/5/16 8:00,61
1503960366,5/5/16 9:00,131
1503960366,5/5/16 10:00,78
1503960366,5/5/16 11:00,59
1503960366,5/5/16 12:00,75
1503960366,5/5/16 13:00,110
1503960366,5/5/16 14:00,75
1503960366,5/5/16 15:00,72
1503960366,5/5/16 16:00,102
1503960366,5/5/16 17:00,154
1503960366,5/5/16 18:00,95
1503960366,5/5/16 19:00,82
1503960366,5/5/16 20:00,79
1503960366,5/5/16 21:00,219
1503960366,5/5/16 22:00,95
1503960366,5/5/16 23:00,60
1503960366,5/6/16 0:00,68
1503960366,5/6/16 1:00,51
1503960366,5/6/16 2:00,57
1503960366,5/6/16 3:00,47
1503960366,5/6/16 4:00,48
1503960366,5/6/16 5:00,47
1503960366,5/6/16 6:00,48
1503960366,5/6/16 7:00,51
1503960366,5/6/16 8:00,63
1503960366,5/6/16 9:00,134
1503960366,5/6/16 10:00,85
1503960366,5/6/16 11:00,65
1503960366,5/6/16 12:00,72
1503960366,5/6/16 13:00,66
1503960366,5/6/16 14:00,83
1503960366,5/6/16 15:00,104
1503960366,5/6/16 16:00,78
1503960366,5/6/16 17:00,73
1503960366,5/6/16 18:00,127
1503960366,5/6/16 19:00,172
1503960366,5/6/16 20:00,73
1503960366,5/6/16 21:00,83
1503960366,5/6/16 22:00,78
1503960366,5/6/16 23:00,124
1503960366,5/7/16 0:00,65
1503960366,5/7/16 1:00,48
1503960366,5/7/16 2:00,50
1503960366,5/7/16 3:00,47
1503960366,5/7/16 4:00,48
1503960366,5/7/16 5:00,47
1503960366,5/7/16 6:00,47
1503960366,5/7/16 7:00,47
1503960366,5/7/16 8:00,61
1503960366,5/7/16 9:00,59
1503960366,5/7/16 10:00,133
1503960366,5/7/16 11:00,164
1503960366,5/7/16 12:00,62
1503960366,5/7/16 13:00,55
1503960366,5/7/16 14:00,64
1503960366,5/7/16 15:00,65
1503960366,5/7/16 16:00,68
1503960366,5/7/16 17:00,64
1503960366,5/7/16 18:00,71
1503960366,5/7/16 19:00,91
1503960366,5/7/16 20:00,59
1503960366,5/7/16 21:00,140
1503960366,5/7/16 22:00,209
1503960366,5/7/16 23:00,55
1503960366,5/8/16 0:00,62
1503960366,5/8/16 1:00,48
1503960366,5/8/16 2:00,47
1503960366,5/8/16 3:00,47
1503960366,5/8/16 4:00,48
1503960366,5/8/16 5:00,47
1503960366,5/8/16 6:00,48
1503960366,5/8/16 7:00,47
1503960366,5/8/16 8:00,47
1503960366,5/8/16 9:00,47
1503960366,5/8/16 10:00,47
1503960366,5/8/16 11:00,47
1503960366,5/8/16 12:00,85
1503960366,5/8/16 13:00,65
1503960366,5/8/16 14:00,98
1503960366,5/8/16 15:00,68
1503960366,5/8/16 16:00,58
1503960366,5/8/16 17:00,69
1503960366,5/8/16 18:00,261
1503960366,5/8/16 19:00,107
1503960366,5/8/16 20:00,88
1503960366,5/8/16 21:00,101
1503960366,5/8/16 22:00,92
1503960366,5/8/16 23:00,66
1503960366,5/9/16 0:00,60
1503960366,5/9/16 1:00,47
1503960366,5/9/16 2:00,47
1503960366,5/9/16 3:00,47
1503960366,5/9/16 4:00,47
1503960366,5/9/16 5:00,49
1503960366,5/9/16 6:00,81
1503960366,5/9/16 7:00,63
1503960366,5/9/16 8:00,58
1503960366,5/9/16 9:00,58
1503960366,5/9/16 10:00,69
1503960366,5/9/16 11:00,74
1503960366,5/9/16 12:00,79
1503960366,5/9/16 13:00,52
1503960366,5/9/16 14:00,51
1503960366,5/9/16 15:00,53
1503960366,5/9/16 16:00,176
1503960366,5/9/16 17:00,125
1503960366,5/9/16 18:00,90
1503960366,5/9/16 19:00,115
1503960366,5/9/16 20:00,117
1503960366,5/9/16 21:00,168
1503960366,5/9/16 22:00,47
1503960366,5/9/16 23:00,47
1503960366,5/10/16 0:00,47
1503960366,5/10/16 1:00,58
1503960366,5/10/16 2:00,47
1503960366,5/10/16 3:00,47
1503960366,5/10/16 4:00,47
1503960366,5/10/16 5:00,47
1503960366,5/10/16 6:00,47
1503960366,5/10/16 7:00,53
1503960366,5/10/16 8:00,67
1503960366,5/10/16 9:00,118
1503960366,5/10/16 10:00,76
1503960366,5/10/16 11:00,102
1503960366,5/10/16 12:00,63
1503960366,5/10/16 13:00,73
1503960366,5/10/16 14:00,66
1503960366,5/10/16 15:00,101
1503960366,5/10/16 16:00,83
1503960366,5/10/16 17:00,88
1503960366,5/10/16 18:00,160
1503960366,5/10/16 19:00,127
1503960366,5/10/16 20:00,164
1503960366,5/10/16 21:00,77
1503960366,5/10/16 22:00,50
1503960366,5/10/16 23:00,53
1503960366,5/11/16 0:00,72
1503960366,5/11/16 1:00,54
1503960366,5/11/16 2:00,54
1503960366,5/11/16 3:00,49
1503960366,5/11/16 4:00,47
1503960366,5/11/16 5:00,47
1503960366,5/11/16 6:00,47
1503960366,5/11/16 7:00,53
1503960366,5/11/16 8:00,78
1503960366,5/11/16 9:00,144
1503960366,5/11/16 10:00,89
1503960366,5/11/16 11:00,75
1503960366,5/11/16 12:00,63
1503960366,5/11/16 13:00,101
1503960366,5/11/16 14:00,130
1503960366,5/11/16 15:00,72
1503960366,5/11/16 16:00,70
1503960366,5/11/16 17:00,67
1503960366,5/11/16 18:00,208
1503960366,5/11/16 19:00,90
1503960366,5/11/16 20:00,114
1624580081,4/12/16 0:00,55
1624580081,4/12/16 1:00,51
1624580081,4/12/16 2:00,50
1624580081,4/12/16 3:00,51
1624580081,4/12/16 4:00,50
1624580081,4/12/16 5:00,50
1624580081,4/12/16 6:00,50
1624580081,4/12/16 7:00,50
1624580081,4/12/16 8:00,51
1624580081,4/12/16 9:00,74
1624580081,4/12/16 10:00,141
1624580081,4/12/16 11:00,56
1624580081,4/12/16 12:00,57
1624580081,4/12/16 13:00,54
1624580081,4/12/16 14:00,55
1624580081,4/12/16 15:00,52
1624580081,4/12/16 16:00,54
1624580081,4/12/16 17:00,63
1624580081,4/12/16 18:00,62
1624580081,4/12/16 19:00,77
1624580081,4/12/16 20:00,60
1624580081,4/12/16 21:00,50
1624580081,4/12/16 22:00,50
1624580081,4/12/16 23:00,70
1624580081,4/13/16 0:00,58
1624580081,4/13/16 1:00,51
1624580081,4/13/16 2:00,50
1624580081,4/13/16 3:00,50
1624580081,4/13/16 4:00,50
1624580081,4/13/16 5:00,50
1624580081,4/13/16 6:00,50
1624580081,4/13/16 7:00,50
1624580081,4/13/16 8:00,51
1624580081,4/13/16 9:00,90
1624580081,4/13/16 10:00,112
1624580081,4/13/16 11:00,68
1624580081,4/13/16 12:00,59
1624580081,4/13/16 13:00,50
1624580081,4/13/16 14:00,55
1624580081,4/13/16 15:00,50
1624580081,4/13/16 16:00,59
1624580081,4/13/16 17:00,56
1624580081,4/13/16 18:00,79
1624580081,4/13/16 19:00,52
1624580081,4/13/16 20:00,54
1624580081,4/13/16 21:00,66
1624580081,4/13/16 22:00,50
1624580081,4/13/16 23:00,52
1624580081,4/14/16 0:00,51
1624580081,4/14/16 1:00,50
1624580081,4/14/16 2:00,51
1624580081,4/14/16 3:00,50
1624580081,4/14/16 4:00,50
1624580081,4/14/16 5:00,50
1624580081,4/14/16 6:00,50
1624580081,4/14/16 7:00,51
1624580081,4/14/16 8:00,95
1624580081,4/14/16 9:00,118
1624580081,4/14/16 10:00,60
1624580081,4/14/16 11:00,78
1624580081,4/14/16 12:00,52
1624580081,4/14/16 13:00,50
1624580081,4/14/16 14:00,55
1624580081,4/14/16 15:00,54
1624580081,4/14/16 16:00,72
1624580081,4/14/16 17:00,127
1624580081,4/14/16 18:00,78
1624580081,4/14/16 19:00,86
1624580081,4/14/16 20:00,58
1624580081,4/14/16 21:00,74
1624580081,4/14/16 22:00,50
1624580081,4/14/16 23:00,65
1624580081,4/15/16 0:00,70
1624580081,4/15/16 1:00,53
1624580081,4/15/16 2:00,50
1624580081,4/15/16 3:00,50
1624580081,4/15/16 4:00,50
1624580081,4/15/16 5:00,50
1624580081,4/15/16 6:00,51
1624580081,4/15/16 7:00,51
1624580081,4/15/16 8:00,50
1624580081,4/15/16 9:00,50
1624580081,4/15/16 10:00,50
1624580081,4/15/16 11:00,86
1624580081,4/15/16 12:00,50
1624580081,4/15/16 13:00,50
1624580081,4/15/16 14:00,50
1624580081,4/15/16 15:00,50
1624580081,4/15/16 16:00,50
1624580081,4/15/16 17:00,51
1624580081,4/15/16 18:00,54
1624580081,4/15/16 19:00,89
1624580081,4/15/16 20:00,50
1624580081,4/15/16 21:00,54
1624580081,4/15/16 22:00,74
1624580081,4/15/16 23:00,63
1624580081,4/16/16 0:00,78
1624580081,4/16/16 1:00,50
1624580081,4/16/16 2:00,56
1624580081,4/16/16 3:00,50
1624580081,4/16/16 4:00,50
1624580081,4/16/16 5:00,50
1624580081,4/16/16 6:00,50
1624580081,4/16/16 7:00,50
