Id,ActivityHour,TotalIntensity,AverageIntensity,Date,Hour
1503960366,4/15/16 7:00,1,0.016667,4/15/16,7:00
1503960366,4/15/16 8:00,5,0.083333,4/15/16,8:00
1503960366,4/15/16 9:00,2,0.033333,4/15/16,9:00
1503960366,4/15/16 10:00,8,0.133333,4/15/16,10:00
1503960366,4/15/16 11:00,23,0.383333,4/15/16,11:00
1503960366,4/15/16 12:00,13,0.216667,4/15/16,12:00
1503960366,4/15/16 13:00,9,0.15,4/15/16,13:00
1503960366,4/15/16 14:00,0,0,4/15/16,14:00
1503960366,4/15/16 15:00,0,0,4/15/16,15:00
1503960366,4/15/16 16:00,0,0,4/15/16,16:00
1503960366,4/15/16 17:00,47,0.783333,4/15/16,17:00
1503960366,4/15/16 18:00,22,0.366667,4/15/16,18:00
1503960366,4/15/16 19:00,32,0.533333,4/15/16,19:00
1503960366,4/15/16 20:00,8,0.133333,4/15/16,20:00
1503960366,4/15/16 21:00,14,0.233333,4/15/16,21:00
1503960366,4/15/16 22:00,66,1.1,4/15/16,22:00
1503960366,4/15/16 23:00,95,1.583333,4/15/16,23:00
1503960366,4/16/16 0:00,15,0.25,4/16/16,0:00
1503960366,4/16/16 1:00,0,0,4/16/16,1:00
1503960366,4/16/16 2:00,3,0.05,4/16/16,2:00
1503960366,4/16/16 3:00,1,0.016667,4/16/16,3:00
1503960366,4/16/16 4:00,1,0.016667,4/16/16,4:00
1503960366,4/16/16 5:00,1,0.016667,4/16/16,5:00
1503960366,4/16/16 6:00,0,0,4/16/16,6:00
1503960366,4/16/16 7:00,4,0.066667,4/16/16,7:00
1503960366,4/16/16 8:00,9,0.15,4/16/16,8:00
1503960366,4/16/16 9:00,38,0.633333,4/16/16,9:00
1503960366,4/16/16 10:00,14,0.233333,4/16/16,10:00
1503960366,4/16/16 11:00,30,0.5,4/16/16,11:00
1503960366,4/16/16 12:00,42,0.7,4/16/16,12:00
1503960366,4/16/16 13:00,90,1.5,4/16/16,13:00
1503960366,4/16/16 14:00,20,0.333333,4/16/16,14:00
1503960366,4/16/16 15:00,0,0,4/16/16,15:00
1503960366,4/16/16 16:00,2,0.033333,4/16/16,16:00
1503960366,4/16/16 17:00,17,0.283333,4/16/16,17:00
1503960366,4/16/16 18:00,10,0.166667,4/16/16,18:00
1503960366,4/16/16 19:00,12,0.2,4/16/16,19:00
1503960366,4/16/16 20:00,19,0.316667,4/16/16,20:00
1503960366,4/16/16 21:00,13,0.216667,4/16/16,21:00
1503960366,4/16/16 22:00,3,0.05,4/16/16,22:00
1503960366,4/16/16 23:00,5,0.083333,4/16/16,23:00
1503960366,4/17/16 0:00,0,0,4/17/16,0:00
1503960366,4/17/16 1:00,0,0,4/17/16,1:00
1503960366,4/17/16 2:00,0,0,4/17/16,2:00
1503960366,4/17/16 3:00,1,0.016667,4/17/16,3:00
1503960366,4/17/16 4:00,0,0,4/17/16,4:00
1503960366,4/17/16 5:00,0,0,4/17/16,5:00
1503960366,4/17/16 6:00,0,0,4/17/16,6:00
1503960366,4/17/16 7:00,0,0,4/17/16,7:00
1503960366,4/17/16 8:00,0,0,4/17/16,8:00
1503960366,4/17/16 9:00,0,0,4/17/16,9:00
1503960366,4/17/16 10:00,0,0,4/17/16,10:00
1503960366,4/17/16 11:00,9,0.15,4/17/16,11:00
1503960366,4/17/16 12:00,18,0.3,4/17/16,12:00
1503960366,4/17/16 13:00,23,0.383333,4/17/16,13:00
1503960366,4/17/16 14:00,10,0.166667,4/17/16,14:00
1503960366,4/17/16 15:00,13,0.216667,4/17/16,15:00
1503960366,4/17/16 16:00,2,0.033333,4/17/16,16:00
1503960366,4/17/16 17:00,71,1.183333,4/17/16,17:00
1503960366,4/17/16 18:00,39,0.65,4/17/16,18:00
1503960366,4/17/16 19:00,24,0.4,4/17/16,19:00
1503960366,4/17/16 20:00,87,1.45,4/17/16,20:00
1503960366,4/17/16 21:00,16,0.266667,4/17/16,21:00
1503960366,4/17/16 22:00,5,0.083333,4/17/16,22:00
1503960366,4/17/16 23:00,0,0,4/17/16,23:00
1503960366,4/18/16 0:00,21,0.35,4/18/16,0:00
1503960366,4/18/16 1:00,0,0,4/18/16,1:00
1503960366,4/18/16 2:00,0,0,4/18/16,2:00
1503960366,4/18/16 3:00,0,0,4/18/16,3:00
1503960366,4/18/16 4:00,0,0,4/18/16,4:00
1503960366,4/18/16 5:00,0,0,4/18/16,5:00
1503960366,4/18/16 6:00,0,0,4/18/16,6:00
1503960366,4/18/16 7:00,0,0,4/18/16,7:00
1503960366,4/18/16 8:00,0,0,4/18/16,8:00
1503960366,4/18/16 9:00,39,0.65,4/18/16,9:00
1503960366,4/18/16 10:00,17,0.283333,4/18/16,10:00
1503960366,4/18/16 11:00,15,0.25,4/18/16,11:00
1503960366,4/18/16 12:00,40,0.666667,4/18/16,12:00
1503960366,4/18/16 13:00,9,0.15,4/18/16,13:00
1503960366,4/18/16 14:00,7,0.116667,4/18/16,14:00
1503960366,4/18/16 15:00,14,0.233333,4/18/16,15:00
1503960366,4/18/16 16:00,17,0.283333,4/18/16,16:00
1503960366,4/18/16 17:00,18,0.3,4/18/16,17:00
1503960366,4/18/16 18:00,114,1.9,4/18/16,18:00
1503960366,4/18/16 19:00,30,0.5,4/18/16,19:00
1503960366,4/18/16 20:00,2,0.033333,4/18/16,20:00
1503960366,4/18/16 21:00,11,0.183333,4/18/16,21:00
1503960366,4/18/16 22:00,19,0.316667,4/18/16,22:00
1503960366,4/18/16 23:00,18,0.3,4/18/16,23:00
1503960366,4/19/16 0:00,0,0,4/19/16,0:00
1503960366,4/19/16 1:00,1,0.016667,4/19/16,1:00
1503960366,4/19/16 2:00,0,0,4/19/16,2:00
1503960366,4/19/16 3:00,2,0.033333,4/19/16,3:00
1503960366,4/19/16 4:00,0,0,4/19/16,4:00
1503960366,4/19/16 5:00,0,0,4/19/16,5:00
1503960366,4/19/16 6:00,1,0.016667,4/19/16,6:00
1503960366,4/19/16 7:00,19,0.316667,4/19/16,7:00
1503960366,4/19/16 8:00,38,0.633333,4/19/16,8:00
1503960366,4/19/16 9:00,16,0.266667,4/19/16,9:00
1503960366,4/19/16 10:00,16,0.266667,4/19/16,10:00
1503960366,4/19/16 11:00,13,0.216667,4/19/16,11:00
1503960366,4/19/16 12:00,61,1.016667,4/19/16,12:00
1503960366,4/19/16 13:00,65,1.083333,4/19/16,13:00
1503960366,4/19/16 14:00,12,0.2,4/19/16,14:00
1503960366,4/19/16 15:00,12,0.2,4/19/16,15:00
1503960366,4/19/16 16:00,9,0.15,4/19/16,16:00
1503960366,4/19/16 17:00,13,0.216667,4/19/16,17:00
1503960366,4/19/16 18:00,30,0.5,4/19/16,18:00
1503960366,4/19/16 19:00,31,0.516667,4/19/16,19:00
1503960366,4/19/16 20:00,69,1.15,4/19/16,20:00
1503960366,4/19/16 21:00,16,0.266667,4/19/16,21:00
1503960366,4/19/16 22:00,4,0.066667,4/19/16,22:00
1503960366,4/19/16 23:00,48,0.8,4/19/16,23:00
1503960366,4/20/16 0:00,2,0.033333,4/20/16,0:00
1503960366,4/20/16 1:00,2,0.033333,4/20/16,1:00
1503960366,4/20/16 2:00,0,0,4/20/16,2:00
1503960366,4/20/16 3:00,0,0,4/20/16,3:00
1503960366,4/20/16 4:00,0,0,4/20/16,4:00
1503960366,4/20/16 5:00,0,0,4/20/16,5:00
1503960366,4/20/16 6:00,0,0,4/20/16,6:00
1503960366,4/20/16 7:00,3,0.05,4/20/16,7:00
1503960366,4/20/16 8:00,14,0.233333,4/20/16,8:00
1503960366,4/20/16 9:00,50,0.833333,4/20/16,9:00
1503960366,4/20/16 10:00,13,0.216667,4/20/16,10:00
1503960366,4/20/16 11:00,1,0.016667,4/20/16,11:00
1503960366,4/20/16 12:00,8,0.133333,4/20/16,12:00
1503960366,4/20/16 13:00,5,0.083333,4/20/16,13:00
1503960366,4/20/16 14:00,39,0.65,4/20/16,14:00
1503960366,4/20/16 15:00,21,0.35,4/20/16,15:00
1503960366,4/20/16 16:00,11,0.183333,4/20/16,16:00
1503960366,4/20/16 17:00,2,0.033333,4/20/16,17:00
1503960366,4/20/16 18:00,32,0.533333,4/20/16,18:00
1503960366,4/20/16 19:00,36,0.6,4/20/16,19:00
1503960366,4/20/16 20:00,12,0.2,4/20/16,20:00
1503960366,4/20/16 21:00,22,0.366667,4/20/16,21:00
1503960366,4/20/16 22:00,7,0.116667,4/20/16,22:00
1503960366,4/20/16 23:00,33,0.55,4/20/16,23:00
1503960366,4/21/16 0:00,2,0.033333,4/21/16,0:00
1503960366,4/21/16 1:00,8,0.133333,4/21/16,1:00
1503960366,4/21/16 2:00,5,0.083333,4/21/16,2:00
1503960366,4/21/16 3:00,0,0,4/21/16,3:00
1503960366,4/21/16 4:00,0,0,4/21/16,4:00
1503960366,4/21/16 5:00,0,0,4/21/16,5:00
1503960366,4/21/16 6:00,0,0,4/21/16,6:00
1503960366,4/21/16 7:00,3,0.05,4/21/16,7:00
1503960366,4/21/16 8:00,15,0.25,4/21/16,8:00
1503960366,4/21/16 9:00,26,0.433333,4/21/16,9:00
1503960366,4/21/16 10:00,16,0.266667,4/21/16,10:00
1503960366,4/21/16 11:00,0,0,4/21/16,11:00
1503960366,4/21/16 12:00,11,0.183333,4/21/16,12:00
1503960366,4/21/16 13:00,25,0.416667,4/21/16,13:00
1503960366,4/21/16 14:00,2,0.033333,4/21/16,14:00
1503960366,4/21/16 15:00,8,0.133333,4/21/16,15:00
1503960366,4/21/16 16:00,4,0.066667,4/21/16,16:00
1503960366,4/21/16 17:00,5,0.083333,4/21/16,17:00
1503960366,4/21/16 18:00,9,0.15,4/21/16,18:00
1503960366,4/21/16 19:00,8,0.133333,4/21/16,19:00
1503960366,4/21/16 20:00,92,1.533333,4/21/16,20:00
1503960366,4/21/16 21:00,21,0.35,4/21/16,21:00
1503960366,4/21/16 22:00,9,0.15,4/21/16,22:00
1503960366,4/21/16 23:00,15,0.25,4/21/16,23:00
1503960366,4/22/16 0:00,0,0,4/22/16,0:00
1503960366,4/22/16 1:00,0,0,4/22/16,1:00
1503960366,4/22/16 2:00,0,0,4/22/16,2:00
1503960366,4/22/16 3:00,0,0,4/22/16,3:00
1503960366,4/22/16 4:00,0,0,4/22/16,4:00
1503960366,4/22/16 5:00,0,0,4/22/16,5:00
1503960366,4/22/16 6:00,0,0,4/22/16,6:00
1503960366,4/22/16 7:00,0,0,4/22/16,7:00
1503960366,4/22/16 8:00,0,0,4/22/16,8:00
1503960366,4/22/16 9:00,13,0.216667,4/22/16,9:00
1503960366,4/22/16 10:00,2,0.033333,4/22/16,10:00
1503960366,4/22/16 11:00,34,0.566667,4/22/16,11:00
1503960366,4/22/16 12:00,2,0.033333,4/22/16,12:00
1503960366,4/22/16 13:00,4,0.066667,4/22/16,13:00
1503960366,4/22/16 14:00,0,0,4/22/16,14:00
1503960366,4/22/16 15:00,10,0.166667,4/22/16,15:00
1503960366,4/22/16 16:00,4,0.066667,4/22/16,16:00
1503960366,4/22/16 17:00,18,0.3,4/22/16,17:00
1503960366,4/22/16 18:00,23,0.383333,4/22/16,18:00
1503960366,4/22/16 19:00,16,0.266667,4/22/16,19:00
1503960366,4/22/16 20:00,13,0.216667,4/22/16,20:00
1503960366,4/22/16 21:00,159,2.65,4/22/16,21:00
1503960366,4/22/16 22:00,30,0.5,4/22/16,22:00
1503960366,4/22/16 23:00,54,0.9,4/22/16,23:00
1503960366,4/23/16 0:00,9,0.15,4/23/16,0:00
1503960366,4/23/16 1:00,0,0,4/23/16,1:00
1503960366,4/23/16 2:00,1,0.016667,4/23/16,2:00
1503960366,4/23/16 3:00,0,0,4/23/16,3:00
1503960366,4/23/16 4:00,0,0,4/23/16,4:00
1503960366,4/23/16 5:00,0,0,4/23/16,5:00
1503960366,4/23/16 6:00,2,0.033333,4/23/16,6:00
1503960366,4/23/16 7:00,0,0,4/23/16,7:00
1503960366,4/23/16 8:00,8,0.133333,4/23/16,8:00
1503960366,4/23/16 9:00,17,0.283333,4/23/16,9:00
1503960366,4/23/16 10:00,4,0.066667,4/23/16,10:00
1503960366,4/23/16 11:00,11,0.183333,4/23/16,11:00
1503960366,4/23/16 12:00,49,0.816667,4/23/16,12:00
1503960366,4/23/16 13:00,51,0.85,4/23/16,13:00
1503960366,4/23/16 14:00,20,0.333333,4/23/16,14:00
1503960366,4/23/16 15:00,15,0.25,4/23/16,15:00
1503960366,4/23/16 16:00,52,0.866667,4/23/16,16:00
1503960366,4/23/16 17:00,26,0.433333,4/23/16,17:00
1503960366,4/23/16 18:00,66,1.1,4/23/16,18:00
1503960366,4/23/16 19:00,2,0.033333,4/23/16,19:00
1503960366,4/23/16 20:00,9,0.15,4/23/16,20:00
1503960366,4/23/16 21:00,54,0.9,4/23/16,21:00
1503960366,4/23/16 22:00,25,0.416667,4/23/16,22:00
1503960366,4/23/16 23:00,6,0.1,4/23/16,23:00
1503960366,4/24/16 0:00,10,0.166667,4/24/16,0:00
1503960366,4/24/16 1:00,2,0.033333,4/24/16,1:00
1503960366,4/24/16 2:00,0,0,4/24/16,2:00
1503960366,4/24/16 3:00,0,0,4/24/16,3:00
1503960366,4/24/16 4:00,1,0.016667,4/24/16,4:00
1503960366,4/24/16 5:00,0,0,4/24/16,5:00
1503960366,4/24/16 6:00,1,0.016667,4/24/16,6:00
1503960366,4/24/16 7:00,0,0,4/24/16,7:00
1503960366,4/24/16 8:00,1,0.016667,4/24/16,8:00
1503960366,4/24/16 9:00,8,0.133333,4/24/16,9:00
1503960366,4/24/16 10:00,26,0.433333,4/24/16,10:00
1503960366,4/24/16 11:00,12,0.2,4/24/16,11:00
1503960366,4/24/16 12:00,12,0.2,4/24/16,12:00
1503960366,4/24/16 13:00,12,0.2,4/24/16,13:00
1503960366,4/24/16 14:00,1,0.016667,4/24/16,14:00
1503960366,4/24/16 15:00,2,0.033333,4/24/16,15:00
1503960366,4/24/16 16:00,29,0.483333,4/24/16,16:00
1503960366,4/24/16 17:00,25,0.416667,4/24/16,17:00
1503960366,4/24/16 18:00,40,0.666667,4/24/16,18:00
1503960366,4/24/16 19:00,131,2.183333,4/24/16,19:00
1503960366,4/24/16 20:00,18,0.3,4/24/16,20:00
1503960366,4/24/16 21:00,17,0.283333,4/24/16,21:00
1503960366,4/24/16 22:00,7,0.116667,4/24/16,22:00
1503960366,4/24/16 23:00,10,0.166667,4/24/16,23:00
1503960366,4/25/16 0:00,8,0.133333,4/25/16,0:00
1503960366,4/25/16 1:00,3,0.05,4/25/16,1:00
1503960366,4/25/16 2:00,6,0.1,4/25/16,2:00
1503960366,4/25/16 3:00,0,0,4/25/16,3:00
1503960366,4/25/16 4:00,2,0.033333,4/25/16,4:00
1503960366,4/25/16 5:00,1,0.016667,4/25/16,5:00
1503960366,4/25/16 6:00,0,0,4/25/16,6:00
1503960366,4/25/16 7:00,3,0.05,4/25/16,7:00
1503960366,4/25/16 8:00,22,0.366667,4/25/16,8:00
1503960366,4/25/16 9:00,46,0.766667,4/25/16,9:00
1503960366,4/25/16 10:00,12,0.2,4/25/16,10:00
1503960366,4/25/16 11:00,24,0.4,4/25/16,11:00
1503960366,4/25/16 12:00,19,0.316667,4/25/16,12:00
1503960366,4/25/16 13:00,13,0.216667,4/25/16,13:00
1503960366,4/25/16 14:00,5,0.083333,4/25/16,14:00
1503960366,4/25/16 15:00,13,0.216667,4/25/16,15:00
1503960366,4/25/16 16:00,10,0.166667,4/25/16,16:00
1503960366,4/25/16 17:00,8,0.133333,4/25/16,17:00
1503960366,4/25/16 18:00,6,0.1,4/25/16,18:00
1503960366,4/25/16 19:00,86,1.433333,4/25/16,19:00
1503960366,4/25/16 20:00,30,0.5,4/25/16,20:00
1503960366,4/25/16 21:00,132,2.2,4/25/16,21:00
1503960366,4/25/16 22:00,11,0.183333,4/25/16,22:00
1503960366,4/25/16 23:00,3,0.05,4/25/16,23:00
1503960366,4/26/16 0:00,4,0.066667,4/26/16,0:00
1503960366,4/26/16 1:00,11,0.183333,4/26/16,1:00
1503960366,4/26/16 2:00,0,0,4/26/16,2:00
1503960366,4/26/16 3:00,11,0.183333,4/26/16,3:00
1503960366,4/26/16 4:00,0,0,4/26/16,4:00
1503960366,4/26/16 5:00,1,0.016667,4/26/16,5:00
1503960366,4/26/16 6:00,0,0,4/26/16,6:00
1503960366,4/26/16 7:00,3,0.05,4/26/16,7:00
1503960366,4/26/16 8:00,13,0.216667,4/26/16,8:00
1503960366,4/26/16 9:00,31,0.516667,4/26/16,9:00
1503960366,4/26/16 10:00,22,0.366667,4/26/16,10:00
1503960366,4/26/16 11:00,17,0.283333,4/26/16,11:00
1503960366,4/26/16 12:00,10,0.166667,4/26/16,12:00
1503960366,4/26/16 13:00,42,0.7,4/26/16,13:00
1503960366,4/26/16 14:00,60,1,4/26/16,14:00
1503960366,4/26/16 15:00,9,0.15,4/26/16,15:00
1503960366,4/26/16 16:00,22,0.366667,4/26/16,16:00
1503960366,4/26/16 17:00,5,0.083333,4/26/16,17:00
1503960366,4/26/16 18:00,72,1.2,4/26/16,18:00
1503960366,4/26/16 19:00,15,0.25,4/26/16,19:00
1503960366,4/26/16 20:00,26,0.433333,4/26/16,20:00
1503960366,4/26/16 21:00,14,0.233333,4/26/16,21:00
1503960366,4/26/16 22:00,9,0.15,4/26/16,22:00
1503960366,4/26/16 23:00,21,0.35,4/26/16,23:00
1503960366,4/27/16 0:00,10,0.166667,4/27/16,0:00
1503960366,4/27/16 1:00,5,0.083333,4/27/16,1:00
1503960366,4/27/16 2:00,2,0.033333,4/27/16,2:00
1503960366,4/27/16 3:00,0,0,4/27/16,3:00
1503960366,4/27/16 4:00,0,0,4/27/16,4:00
1503960366,4/27/16 5:00,0,0,4/27/16,5:00
1503960366,4/27/16 6:00,0,0,4/27/16,6:00
1503960366,4/27/16 7:00,0,0,4/27/16,7:00
1503960366,4/27/16 8:00,0,0,4/27/16,8:00
1503960366,4/27/16 9:00,33,0.55,4/27/16,9:00
1503960366,4/27/16 10:00,27,0.45,4/27/16,10:00
1503960366,4/27/16 11:00,23,0.383333,4/27/16,11:00
1503960366,4/27/16 12:00,12,0.2,4/27/16,12:00
1503960366,4/27/16 13:00,13,0.216667,4/27/16,13:00
1503960366,4/27/16 14:00,35,0.583333,4/27/16,14:00
1503960366,4/27/16 15:00,6,0.1,4/27/16,15:00
1503960366,4/27/16 16:00,7,0.116667,4/27/16,16:00
1503960366,4/27/16 17:00,13,0.216667,4/27/16,17:00
1503960366,4/27/16 18:00,73,1.216667,4/27/16,18:00
1503960366,4/27/16 19:00,150,2.5,4/27/16,19:00
1503960366,4/27/16 20:00,70,1.166667,4/27/16,20:00
1503960366,4/27/16 21:00,20,0.333333,4/27/16,21:00
1503960366,4/27/16 22:00,0,0,4/27/16,22:00
1503960366,4/27/16 23:00,0,0,4/27/16,23:00
1503960366,4/28/16 0:00,0,0,4/28/16,0:00
1503960366,4/28/16 1:00,10,0.166667,4/28/16,1:00
1503960366,4/28/16 2:00,0,0,4/28/16,2:00
1503960366,4/28/16 3:00,0,0,4/28/16,3:00
1503960366,4/28/16 4:00,0,0,4/28/16,4:00
1503960366,4/28/16 5:00,0,0,4/28/16,5:00
1503960366,4/28/16 6:00,0,0,4/28/16,6:00
1503960366,4/28/16 7:00,1,0.016667,4/28/16,7:00
1503960366,4/28/16 8:00,11,0.183333,4/28/16,8:00
1503960366,4/28/16 9:00,38,0.633333,4/28/16,9:00
1503960366,4/28/16 10:00,19,0.316667,4/28/16,10:00
1503960366,4/28/16 11:00,10,0.166667,4/28/16,11:00
1503960366,4/28/16 12:00,16,0.266667,4/28/16,12:00
1503960366,4/28/16 13:00,33,0.55,4/28/16,13:00
1503960366,4/28/16 14:00,47,0.783333,4/28/16,14:00
1503960366,4/28/16 15:00,5,0.083333,4/28/16,15:00
1503960366,4/28/16 16:00,10,0.166667,4/28/16,16:00
1503960366,4/28/16 17:00,11,0.183333,4/28/16,17:00
1503960366,4/28/16 18:00,56,0.933333,4/28/16,18:00
1503960366,4/28/16 19:00,1,0.016667,4/28/16,19:00
1503960366,4/28/16 20:00,50,0.833333,4/28/16,20:00
1503960366,4/28/16 21:00,21,0.35,4/28/16,21:00
1503960366,4/28/16 22:00,2,0.033333,4/28/16,22:00
1503960366,4/28/16 23:00,48,0.8,4/28/16,23:00
1503960366,4/29/16 0:00,9,0.15,4/29/16,0:00
1503960366,4/29/16 1:00,0,0,4/29/16,1:00
1503960366,4/29/16 2:00,4,0.066667,4/29/16,2:00
1503960366,4/29/16 3:00,0,0,4/29/16,3:00
1503960366,4/29/16 4:00,0,0,4/29/16,4:00
1503960366,4/29/16 5:00,0,0,4/29/16,5:00
1503960366,4/29/16 6:00,0,0,4/29/16,6:00
1503960366,4/29/16 7:00,3,0.05,4/29/16,7:00
1503960366,4/29/16 8:00,13,0.216667,4/29/16,8:00
1503960366,4/29/16 9:00,33,0.55,4/29/16,9:00
1503960366,4/29/16 10:00,4,0.066667,4/29/16,10:00
1503960366,4/29/16 11:00,4,0.066667,4/29/16,11:00
1503960366,4/29/16 12:00,6,0.1,4/29/16,12:00
1503960366,4/29/16 13:00,6,0.1,4/29/16,13:00
1503960366,4/29/16 14:00,56,0.933333,4/29/16,14:00
1503960366,4/29/16 15:00,23,0.383333,4/29/16,15:00
1503960366,4/29/16 16:00,10,0.166667,4/29/16,16:00
1503960366,4/29/16 17:00,9,0.15,4/29/16,17:00
1503960366,4/29/16 18:00,5,0.083333,4/29/16,18:00
1503960366,4/29/16 19:00,11,0.183333,4/29/16,19:00
1503960366,4/29/16 20:00,16,0.266667,4/29/16,20:00
1503960366,4/29/16 21:00,20,0.333333,4/29/16,21:00
1503960366,4/29/16 22:00,27,0.45,4/29/16,22:00
1503960366,4/29/16 23:00,56,0.933333,4/29/16,23:00
1503960366,4/30/16 0:00,1,0.016667,4/30/16,0:00
1503960366,4/30/16 1:00,7,0.116667,4/30/16,1:00
1503960366,4/30/16 2:00,0,0,4/30/16,2:00
1503960366,4/30/16 3:00,1,0.016667,4/30/16,3:00
1503960366,4/30/16 4:00,0,0,4/30/16,4:00
1503960366,4/30/16 5:00,0,0,4/30/16,5:00
1503960366,4/30/16 6:00,0,0,4/30/16,6:00
1503960366,4/30/16 7:00,0,0,4/30/16,7:00
1503960366,4/30/16 8:00,3,0.05,4/30/16,8:00
1503960366,4/30/16 9:00,11,0.183333,4/30/16,9:00
1503960366,4/30/16 10:00,17,0.283333,4/30/16,10:00
1503960366,4/30/16 11:00,7,0.116667,4/30/16,11:00
1503960366,4/30/16 12:00,4,0.066667,4/30/16,12:00
1503960366,4/30/16 13:00,11,0.183333,4/30/16,13:00
1503960366,4/30/16 14:00,22,0.366667,4/30/16,14:00
1503960366,4/30/16 15:00,26,0.433333,4/30/16,15:00
1503960366,4/30/16 16:00,99,1.65,4/30/16,16:00
