Id,ActivityHour,StepTotal
1503960366,4/16/16 11:00,2043
1503960366,4/16/16 12:00,1513
1503960366,4/16/16 13:00,3616
1503960366,4/16/16 14:00,580
1503960366,4/16/16 15:00,0
1503960366,4/16/16 16:00,15
1503960366,4/16/16 17:00,380
1503960366,4/16/16 18:00,96
1503960366,4/16/16 19:00,146
1503960366,4/16/16 20:00,385
1503960366,4/16/16 21:00,463
1503960366,4/16/16 22:00,42
1503960366,4/16/16 23:00,92
1503960366,4/17/16 0:00,0
1503960366,4/17/16 1:00,0
1503960366,4/17/16 2:00,0
1503960366,4/17/16 3:00,8
1503960366,4/17/16 4:00,0
1503960366,4/17/16 5:00,0
1503960366,4/17/16 6:00,0
1503960366,4/17/16 7:00,0
1503960366,4/17/16 8:00,0
1503960366,4/17/16 9:00,0
1503960366,4/17/16 10:00,0
1503960366,4/17/16 11:00,84
1503960366,4/17/16 12:00,260
1503960366,4/17/16 13:00,402
1503960366,4/17/16 14:00,252
1503960366,4/17/16 15:00,191
1503960366,4/17/16 16:00,13
1503960366,4/17/16 17:00,2613
1503960366,4/17/16 18:00,1616
1503960366,4/17/16 19:00,754
1503960366,4/17/16 20:00,2955
1503960366,4/17/16 21:00,487
1503960366,4/17/16 22:00,70
1503960366,4/17/16 23:00,0
1503960366,4/18/16 0:00,416
1503960366,4/18/16 1:00,0
1503960366,4/18/16 2:00,0
1503960366,4/18/16 3:00,0
1503960366,4/18/16 4:00,0
1503960366,4/18/16 5:00,0
1503960366,4/18/16 6:00,0
1503960366,4/18/16 7:00,0
1503960366,4/18/16 8:00,0
1503960366,4/18/16 9:00,1688
1503960366,4/18/16 10:00,380
1503960366,4/18/16 11:00,328
1503960366,4/18/16 12:00,1306
1503960366,4/18/16 13:00,268
1503960366,4/18/16 14:00,137
1503960366,4/18/16 15:00,495
1503960366,4/18/16 16:00,277
1503960366,4/18/16 17:00,304
1503960366,4/18/16 18:00,4074
1503960366,4/18/16 19:00,2101
1503960366,4/18/16 20:00,28
1503960366,4/18/16 21:00,187
1503960366,4/18/16 22:00,542
1503960366,4/18/16 23:00,488
1503960366,4/19/16 0:00,0
1503960366,4/19/16 1:00,22
1503960366,4/19/16 2:00,0
1503960366,4/19/16 3:00,9
1503960366,4/19/16 4:00,0
1503960366,4/19/16 5:00,0
1503960366,4/19/16 6:00,7
1503960366,4/19/16 7:00,316
1503960366,4/19/16 8:00,1656
1503960366,4/19/16 9:00,367
1503960366,4/19/16 10:00,203
1503960366,4/19/16 11:00,194
1503960366,4/19/16 12:00,1887
1503960366,4/19/16 13:00,2697
1503960366,4/19/16 14:00,409
1503960366,4/19/16 15:00,299
1503960366,4/19/16 16:00,297
1503960366,4/19/16 17:00,732
1503960366,4/19/16 18:00,1280
1503960366,4/19/16 19:00,397
1503960366,4/19/16 20:00,2487
1503960366,4/19/16 21:00,826
1503960366,4/19/16 22:00,52
1503960366,4/19/16 23:00,1369
1503960366,4/20/16 0:00,16
1503960366,4/20/16 1:00,36
1503960366,4/20/16 2:00,0
1503960366,4/20/16 3:00,0
1503960366,4/20/16 4:00,0
1503960366,4/20/16 5:00,0
1503960366,4/20/16 6:00,0
1503960366,4/20/16 7:00,29
1503960366,4/20/16 8:00,264
1503960366,4/20/16 9:00,1993
1503960366,4/20/16 10:00,459
1503960366,4/20/16 11:00,65
1503960366,4/20/16 12:00,185
1503960366,4/20/16 13:00,64
1503960366,4/20/16 14:00,1270
1503960366,4/20/16 15:00,797
1503960366,4/20/16 16:00,261
1503960366,4/20/16 17:00,13
1503960366,4/20/16 18:00,1308
1503960366,4/20/16 19:00,1558
1503960366,4/20/16 20:00,499
1503960366,4/20/16 21:00,395
1503960366,4/20/16 22:00,77
1503960366,4/20/16 23:00,1255
1503960366,4/21/16 0:00,17
1503960366,4/21/16 1:00,129
1503960366,4/21/16 2:00,81
1503960366,4/21/16 3:00,0
1503960366,4/21/16 4:00,0
1503960366,4/21/16 5:00,0
1503960366,4/21/16 6:00,0
1503960366,4/21/16 7:00,38
1503960366,4/21/16 8:00,245
1503960366,4/21/16 9:00,1672
1503960366,4/21/16 10:00,255
1503960366,4/21/16 11:00,0
1503960366,4/21/16 12:00,384
1503960366,4/21/16 13:00,1140
1503960366,4/21/16 14:00,12
1503960366,4/21/16 15:00,213
1503960366,4/21/16 16:00,26
1503960366,4/21/16 17:00,96
1503960366,4/21/16 18:00,213
1503960366,4/21/16 19:00,100
1503960366,4/21/16 20:00,3541
1503960366,4/21/16 21:00,970
1503960366,4/21/16 22:00,89
1503960366,4/21/16 23:00,598
1503960366,4/22/16 0:00,0
1503960366,4/22/16 1:00,0
1503960366,4/22/16 2:00,0
1503960366,4/22/16 3:00,0
1503960366,4/22/16 4:00,0
1503960366,4/22/16 5:00,0
1503960366,4/22/16 6:00,0
1503960366,4/22/16 7:00,0
1503960366,4/22/16 8:00,0
1503960366,4/22/16 9:00,192
1503960366,4/22/16 10:00,29
1503960366,4/22/16 11:00,958
1503960366,4/22/16 12:00,38
1503960366,4/22/16 13:00,118
1503960366,4/22/16 14:00,0
1503960366,4/22/16 15:00,180
1503960366,4/22/16 16:00,22
1503960366,4/22/16 17:00,1041
1503960366,4/22/16 18:00,514
1503960366,4/22/16 19:00,629
1503960366,4/22/16 20:00,329
1503960366,4/22/16 21:00,5934
1503960366,4/22/16 22:00,855
1503960366,4/22/16 23:00,1925
1503960366,4/23/16 0:00,182
1503960366,4/23/16 1:00,0
1503960366,4/23/16 2:00,11
1503960366,4/23/16 3:00,0
1503960366,4/23/16 4:00,0
1503960366,4/23/16 5:00,0
1503960366,4/23/16 6:00,12
1503960366,4/23/16 7:00,0
1503960366,4/23/16 8:00,127
1503960366,4/23/16 9:00,285
1503960366,4/23/16 10:00,49
1503960366,4/23/16 11:00,703
1503960366,4/23/16 12:00,1597
1503960366,4/23/16 13:00,1453
1503960366,4/23/16 14:00,202
1503960366,4/23/16 15:00,158
1503960366,4/23/16 16:00,2008
1503960366,4/23/16 17:00,1472
1503960366,4/23/16 18:00,2569
1503960366,4/23/16 19:00,29
1503960366,4/23/16 20:00,142
1503960366,4/23/16 21:00,2432
1503960366,4/23/16 22:00,709
1503960366,4/23/16 23:00,231
1503960366,4/24/16 0:00,141
1503960366,4/24/16 1:00,42
1503960366,4/24/16 2:00,0
1503960366,4/24/16 3:00,0
1503960366,4/24/16 4:00,8
1503960366,4/24/16 5:00,0
1503960366,4/24/16 6:00,7
1503960366,4/24/16 7:00,0
1503960366,4/24/16 8:00,8
1503960366,4/24/16 9:00,76
1503960366,4/24/16 10:00,492
1503960366,4/24/16 11:00,149
1503960366,4/24/16 12:00,548
1503960366,4/24/16 13:00,394
1503960366,4/24/16 14:00,26
1503960366,4/24/16 15:00,27
1503960366,4/24/16 16:00,885
1503960366,4/24/16 17:00,411
1503960366,4/24/16 18:00,911
1503960366,4/24/16 19:00,4871
1503960366,4/24/16 20:00,342
1503960366,4/24/16 21:00,244
1503960366,4/24/16 22:00,66
1503960366,4/24/16 23:00,391
1503960366,4/25/16 0:00,95
1503960366,4/25/16 1:00,22
1503960366,4/25/16 2:00,97
1503960366,4/25/16 3:00,0
1503960366,4/25/16 4:00,25
1503960366,4/25/16 5:00,4
1503960366,4/25/16 6:00,0
1503960366,4/25/16 7:00,44
1503960366,4/25/16 8:00,426
1503960366,4/25/16 9:00,2041
1503960366,4/25/16 10:00,258
1503960366,4/25/16 11:00,1468
1503960366,4/25/16 12:00,707
1503960366,4/25/16 13:00,299
1503960366,4/25/16 14:00,94
1503960366,4/25/16 15:00,359
1503960366,4/25/16 16:00,263
1503960366,4/25/16 17:00,188
1503960366,4/25/16 18:00,116
1503960366,4/25/16 19:00,2815
1503960366,4/25/16 20:00,895
1503960366,4/25/16 21:00,4895
1503960366,4/25/16 22:00,188
1503960366,4/25/16 23:00,56
1503960366,4/26/16 0:00,101
1503960366,4/26/16 1:00,178
1503960366,4/26/16 2:00,0
1503960366,4/26/16 3:00,145
1503960366,4/26/16 4:00,0
1503960366,4/26/16 5:00,7
1503960366,4/26/16 6:00,0
1503960366,4/26/16 7:00,28
1503960366,4/26/16 8:00,173
1503960366,4/26/16 9:00,1826
1503960366,4/26/16 10:00,666
1503960366,4/26/16 11:00,266
1503960366,4/26/16 12:00,415
1503960366,4/26/16 13:00,1571
1503960366,4/26/16 14:00,1998
1503960366,4/26/16 15:00,323
1503960366,4/26/16 16:00,697
1503960366,4/26/16 17:00,143
1503960366,4/26/16 18:00,2513
1503960366,4/26/16 19:00,148
1503960366,4/26/16 20:00,1649
1503960366,4/26/16 21:00,450
1503960366,4/26/16 22:00,148
1503960366,4/26/16 23:00,310
1503960366,4/27/16 0:00,277
1503960366,4/27/16 1:00,60
1503960366,4/27/16 2:00,17
1503960366,4/27/16 3:00,0
1503960366,4/27/16 4:00,0
1503960366,4/27/16 5:00,0
1503960366,4/27/16 6:00,0
1503960366,4/27/16 7:00,0
1503960366,4/27/16 8:00,0
1503960366,4/27/16 9:00,1916
1503960366,4/27/16 10:00,502
1503960366,4/27/16 11:00,797
1503960366,4/27/16 12:00,701
1503960366,4/27/16 13:00,319
1503960366,4/27/16 14:00,1932
1503960366,4/27/16 15:00,59
1503960366,4/27/16 16:00,98
1503960366,4/27/16 17:00,261
1503960366,4/27/16 18:00,2714
1503960366,4/27/16 19:00,5786
1503960366,4/27/16 20:00,2420
1503960366,4/27/16 21:00,266
1503960366,4/27/16 22:00,0
1503960366,4/27/16 23:00,0
1503960366,4/28/16 0:00,0
1503960366,4/28/16 1:00,127
1503960366,4/28/16 2:00,0
1503960366,4/28/16 3:00,0
1503960366,4/28/16 4:00,0
1503960366,4/28/16 5:00,0
1503960366,4/28/16 6:00,0
1503960366,4/28/16 7:00,14
1503960366,4/28/16 8:00,128
1503960366,4/28/16 9:00,1192
1503960366,4/28/16 10:00,987
1503960366,4/28/16 11:00,288
1503960366,4/28/16 12:00,317
1503960366,4/28/16 13:00,1144
1503960366,4/28/16 14:00,1512
1503960366,4/28/16 15:00,115
1503960366,4/28/16 16:00,554
1503960366,4/28/16 17:00,235
1503960366,4/28/16 18:00,1829
1503960366,4/28/16 19:00,13
1503960366,4/28/16 20:00,2122
1503960366,4/28/16 21:00,986
1503960366,4/28/16 22:00,16
1503960366,4/28/16 23:00,1512
1503960366,4/29/16 0:00,202
1503960366,4/29/16 1:00,0
1503960366,4/29/16 2:00,71
1503960366,4/29/16 3:00,0
1503960366,4/29/16 4:00,0
1503960366,4/29/16 5:00,0
1503960366,4/29/16 6:00,0
1503960366,4/29/16 7:00,27
1503960366,4/29/16 8:00,201
1503960366,4/29/16 9:00,1820
1503960366,4/29/16 10:00,44
1503960366,4/29/16 11:00,104
1503960366,4/29/16 12:00,214
1503960366,4/29/16 13:00,41
1503960366,4/29/16 14:00,1711
1503960366,4/29/16 15:00,1076
1503960366,4/29/16 16:00,285
1503960366,4/29/16 17:00,380
1503960366,4/29/16 18:00,118
1503960366,4/29/16 19:00,267
1503960366,4/29/16 20:00,386
1503960366,4/29/16 21:00,1366
1503960366,4/29/16 22:00,1111
1503960366,4/29/16 23:00,1757
1503960366,4/30/16 0:00,19
1503960366,4/30/16 1:00,65
1503960366,4/30/16 2:00,0
1503960366,4/30/16 3:00,6
1503960366,4/30/16 4:00,0
1503960366,4/30/16 5:00,0
1503960366,4/30/16 6:00,0
1503960366,4/30/16 7:00,0
1503960366,4/30/16 8:00,60
1503960366,4/30/16 9:00,148
1503960366,4/30/16 10:00,239
1503960366,4/30/16 11:00,127
1503960366,4/30/16 12:00,92
1503960366,4/30/16 13:00,141
1503960366,4/30/16 14:00,520
1503960366,4/30/16 15:00,993
1503960366,4/30/16 16:00,3388
1503960366,4/30/16 17:00,2176
1503960366,4/30/16 18:00,2319
1503960366,4/30/16 19:00,92
1503960366,4/30/16 20:00,117
1503960366,4/30/16 21:00,840
1503960366,4/30/16 22:00,2139
1503960366,4/30/16 23:00,1192
1503960366,5/1/16 0:00,247
1503960366,5/1/16 1:00,59
1503960366,5/1/16 2:00,36
1503960366,5/1/16 3:00,4
1503960366,5/1/16 4:00,0
1503960366,5/1/16 5:00,0
1503960366,5/1/16 6:00,0
1503960366,5/1/16 7:00,41
1503960366,5/1/16 8:00,94
1503960366,5/1/16 9:00,198
1503960366,5/1/16 10:00,146
1503960366,5/1/16 11:00,103
1503960366,5/1/16 12:00,130
1503960366,5/1/16 13:00,85
1503960366,5/1/16 14:00,540
1503960366,5/1/16 15:00,294
1503960366,5/1/16 16:00,823
1503960366,5/1/16 17:00,1053
1503960366,5/1/16 18:00,2007
1503960366,5/1/16 19:00,177
1503960366,5/1/16 20:00,93
1503960366,5/1/16 21:00,363
1503960366,5/1/16 22:00,1552
1503960366,5/1/16 23:00,2557
1503960366,5/2/16 0:00,0
1503960366,5/2/16 1:00,119
1503960366,5/2/16 2:00,0
1503960366,5/2/16 3:00,21
1503960366,5/2/16 4:00,0
1503960366,5/2/16 5:00,0
1503960366,5/2/16 6:00,0
1503960366,5/2/16 7:00,28
1503960366,5/2/16 8:00,245
1503960366,5/2/16 9:00,1690
1503960366,5/2/16 10:00,369
1503960366,5/2/16 11:00,384
1503960366,5/2/16 12:00,2116
1503960366,5/2/16 13:00,1064
1503960366,5/2/16 14:00,355
1503960366,5/2/16 15:00,418
1503960366,5/2/16 16:00,420
1503960366,5/2/16 17:00,340
1503960366,5/2/16 18:00,227
1503960366,5/2/16 19:00,235
1503960366,5/2/16 20:00,3903
1503960366,5/2/16 21:00,1427
1503960366,5/2/16 22:00,945
1503960366,5/2/16 23:00,404
1503960366,5/3/16 0:00,55
1503960366,5/3/16 1:00,79
1503960366,5/3/16 2:00,20
1503960366,5/3/16 3:00,110
1503960366,5/3/16 4:00,0
1503960366,5/3/16 5:00,0
1503960366,5/3/16 6:00,16
1503960366,5/3/16 7:00,23
1503960366,5/3/16 8:00,158
1503960366,5/3/16 9:00,1391
1503960366,5/3/16 10:00,955
1503960366,5/3/16 11:00,297
1503960366,5/3/16 12:00,396
1503960366,5/3/16 13:00,309
1503960366,5/3/16 14:00,384
1503960366,5/3/16 15:00,1719
1503960366,5/3/16 16:00,870
1503960366,5/3/16 17:00,690
1503960366,5/3/16 18:00,3119
1503960366,5/3/16 19:00,140
1503960366,5/3/16 20:00,6
1503960366,5/3/16 21:00,1333
1503960366,5/3/16 22:00,2549
1503960366,5/3/16 23:00,484
1503960366,5/4/16 0:00,400
1503960366,5/4/16 1:00,18
1503960366,5/4/16 2:00,0
1503960366,5/4/16 3:00,0
1503960366,5/4/16 4:00,0
1503960366,5/4/16 5:00,0
1503960366,5/4/16 6:00,0
1503960366,5/4/16 7:00,0
1503960366,5/4/16 8:00,68
1503960366,5/4/16 9:00,1470
1503960366,5/4/16 10:00,598
1503960366,5/4/16 11:00,194
1503960366,5/4/16 12:00,366
1503960366,5/4/16 13:00,318
1503960366,5/4/16 14:00,2284
1503960366,5/4/16 15:00,138
1503960366,5/4/16 16:00,144
1503960366,5/4/16 17:00,341
1503960366,5/4/16 18:00,2041
1503960366,5/4/16 19:00,205
1503960366,5/4/16 20:00,1316
1503960366,5/4/16 21:00,1106
1503960366,5/4/16 22:00,93
1503960366,5/4/16 23:00,0
1503960366,5/5/16 0:00,70
1503960366,5/5/16 1:00,113
1503960366,5/5/16 2:00,19
1503960366,5/5/16 3:00,0
1503960366,5/5/16 4:00,44
1503960366,5/5/16 5:00,0
1503960366,5/5/16 6:00,8
1503960366,5/5/16 7:00,23
1503960366,5/5/16 8:00,107
1503960366,5/5/16 9:00,1615
1503960366,5/5/16 10:00,360
1503960366,5/5/16 11:00,28
1503960366,5/5/16 12:00,318
1503960366,5/5/16 13:00,1231
1503960366,5/5/16 14:00,375
1503960366,5/5/16 15:00,187
1503960366,5/5/16 16:00,989
1503960366,5/5/16 17:00,2217
1503960366,5/5/16 18:00,715
1503960366,5/5/16 19:00,348
1503960366,5/5/16 20:00,283
1503960366,5/5/16 21:00,3897
1503960366,5/5/16 22:00,900
1503960366,5/5/16 23:00,200
1503960366,5/6/16 0:00,186
1503960366,5/6/16 1:00,4
1503960366,5/6/16 2:00,88
1503960366,5/6/16 3:00,0
1503960366,5/6/16 4:00,19
1503960366,5/6/16 5:00,0
1503960366,5/6/16 6:00,0
1503960366,5/6/16 7:00,23
1503960366,5/6/16 8:00,146
1503960366,5/6/16 9:00,1683
1503960366,5/6/16 10:00,504
1503960366,5/6/16 11:00,234
1503960366,5/6/16 12:00,261
1503960366,5/6/16 13:00,175
1503960366,5/6/16 14:00,535
1503960366,5/6/16 15:00,900
1503960366,5/6/16 16:00,335
1503960366,5/6/16 17:00,279
1503960366,5/6/16 18:00,1532
1503960366,5/6/16 19:00,2500
1503960366,5/6/16 20:00,255
1503960366,5/6/16 21:00,514
1503960366,5/6/16 22:00,375
1503960366,5/6/16 23:00,1611
1503960366,5/7/16 0:00,168
1503960366,5/7/16 1:00,0
1503960366,5/7/16 2:00,19
1503960366,5/7/16 3:00,0
1503960366,5/7/16 4:00,0
1503960366,5/7/16 5:00,0
1503960366,5/7/16 6:00,0
1503960366,5/7/16 7:00,0
1503960366,5/7/16 8:00,132
1503960366,5/7/16 9:00,115
1503960366,5/7/16 10:00,1291
1503960366,5/7/16 11:00,2352
1503960366,5/7/16 12:00,129
1503960366,5/7/16 13:00,77
1503960366,5/7/16 14:00,125
1503960366,5/7/16 15:00,318
1503960366,5/7/16 16:00,259
1503960366,5/7/16 17:00,173
1503960366,5/7/16 18:00,253
1503960366,5/7/16 19:00,652
1503960366,5/7/16 20:00,102
1503960366,5/7/16 21:00,2073
1503960366,5/7/16 22:00,3696
1503960366,5/7/16 23:00,58
1503960366,5/8/16 0:00,147
1503960366,5/8/16 1:00,0
1503960366,5/8/16 2:00,0
1503960366,5/8/16 3:00,0
1503960366,5/8/16 4:00,6
1503960366,5/8/16 5:00,0
1503960366,5/8/16 6:00,7
1503960366,5/8/16 7:00,0
1503960366,5/8/16 8:00,0
1503960366,5/8/16 9:00,0
1503960366,5/8/16 10:00,0
1503960366,5/8/16 11:00,0
1503960366,5/8/16 12:00,511
1503960366,5/8/16 13:00,227
1503960366,5/8/16 14:00,660
1503960366,5/8/16 15:00,341
1503960366,5/8/16 16:00,100
1503960366,5/8/16 17:00,240
1503960366,5/8/16 18:00,4472
1503960366,5/8/16 19:00,1069
1503960366,5/8/16 20:00,793
1503960366,5/8/16 21:00,663
1503960366,5/8/16 22:00,553
1503960366,5/8/16 23:00,271
1503960366,5/9/16 0:00,135
1503960366,5/9/16 1:00,0
1503960366,5/9/16 2:00,0
1503960366,5/9/16 3:00,0
1503960366,5/9/16 4:00,0
1503960366,5/9/16 5:00,14
1503960366,5/9/16 6:00,408
1503960366,5/9/16 7:00,214
1503960366,5/9/16 8:00,109
1503960366,5/9/16 9:00,160
1503960366,5/9/16 10:00,322
1503960366,5/9/16 11:00,477
1503960366,5/9/16 12:00,507
1503960366,5/9/16 13:00,7
1503960366,5/9/16 14:00,0
1503960366,5/9/16 15:00,22
1503960366,5/9/16 16:00,2692
1503960366,5/9/16 17:00,1260
1503960366,5/9/16 18:00,624
1503960366,5/9/16 19:00,1062
1503960366,5/9/16 20:00,1325
1503960366,5/9/16 21:00,2684
1503960366,5/9/16 22:00,0
1503960366,5/9/16 23:00,0
1503960366,5/10/16 0:00,0
1503960366,5/10/16 1:00,92
1503960366,5/10/16 2:00,0
1503960366,5/10/16 3:00,0
1503960366,5/10/16 4:00,0
1503960366,5/10/16 5:00,0
1503960366,5/10/16 6:00,0
1503960366,5/10/16 7:00,47
1503960366,5/10/16 8:00,227
1503960366,5/10/16 9:00,1461
1503960366,5/10/16 10:00,258
1503960366,5/10/16 11:00,988
1503960366,5/10/16 12:00,74
1503960366,5/10/16 13:00,234
1503960366,5/10/16 14:00,159
1503960366,5/10/16 15:00,1038
1503960366,5/10/16 16:00,312
1503960366,5/10/16 17:00,645
1503960366,5/10/16 18:00,2494
1503960366,5/10/16 19:00,1418
1503960366,5/10/16 20:00,2480
1503960366,5/10/16 21:00,251
1503960366,5/10/16 22:00,0
1503960366,5/10/16 23:00,29
1503960366,5/11/16 0:00,266
1503960366,5/11/16 1:00,45
1503960366,5/11/16 2:00,73
1503960366,5/11/16 3:00,10
1503960366,5/11/16 4:00,0
1503960366,5/11/16 5:00,0
1503960366,5/11/16 6:00,0
1503960366,5/11/16 7:00,47
1503960366,5/11/16 8:00,312
1503960366,5/11/16 9:00,1914
1503960366,5/11/16 10:00,644
1503960366,5/11/16 11:00,259
1503960366,5/11/16 12:00,116
1503960366,5/11/16 13:00,811
1503960366,5/11/16 14:00,1560
1503960366,5/11/16 15:00,348
1503960366,5/11/16 16:00,289
1503960366,5/11/16 17:00,245
1503960366,5/11/16 18:00,3449
1503960366,5/11/16 19:00,293
1503960366,5/11/16 20:00,1209
1624580081,4/12/16 0:00,31
1624580081,4/12/16 1:00,0
1624580081,4/12/16 2:00,0
1624580081,4/12/16 3:00,7
1624580081,4/12/16 4:00,0
1624580081,4/12/16 5:00,0
1624580081,4/12/16 6:00,0
1624580081,4/12/16 7:00,0
1624580081,4/12/16 8:00,0
1624580081,4/12/16 9:00,1085
1624580081,4/12/16 10:00,5375
1624580081,4/12/16 11:00,129
1624580081,4/12/16 12:00,81
1624580081,4/12/16 13:00,67
1624580081,4/12/16 14:00,43
1624580081,4/12/16 15:00,0
1624580081,4/12/16 16:00,79
1624580081,4/12/16 17:00,235
1624580081,4/12/16 18:00,257
1624580081,4/12/16 19:00,501
1624580081,4/12/16 20:00,99
1624580081,4/12/16 21:00,0
1624580081,4/12/16 22:00,0
1624580081,4/12/16 23:00,174
1624580081,4/13/16 0:00,75
1624580081,4/13/16 1:00,0
1624580081,4/13/16 2:00,0
1624580081,4/13/16 3:00,0
1624580081,4/13/16 4:00,0
1624580081,4/13/16 5:00,0
1624580081,4/13/16 6:00,0
1624580081,4/13/16 7:00,0
1624580081,4/13/16 8:00,0
1624580081,4/13/16 9:00,1663
1624580081,4/13/16 10:00,3685
1624580081,4/13/16 11:00,608
1624580081,4/13/16 12:00,80
1624580081,4/13/16 13:00,0
1624580081,4/13/16 14:00,36
1624580081,4/13/16 15:00,0
1624580081,4/13/16 16:00,126
1624580081,4/13/16 17:00,39
1624580081,4/13/16 18:00,491
1624580081,4/13/16 19:00,7
1624580081,4/13/16 20:00,14
1624580081,4/13/16 21:00,183
1624580081,4/13/16 22:00,0
1624580081,4/13/16 23:00,0
1624580081,4/14/16 0:00,0
1624580081,4/14/16 1:00,0
1624580081,4/14/16 2:00,0
1624580081,4/14/16 3:00,0
1624580081,4/14/16 4:00,0
1624580081,4/14/16 5:00,0
1624580081,4/14/16 6:00,0
1624580081,4/14/16 7:00,0
1624580081,4/14/16 8:00,1958
1624580081,4/14/16 9:00,4148
1624580081,4/14/16 10:00,141
1624580081,4/14/16 11:00,468
1624580081,4/14/16 12:00,0
1624580081,4/14/16 13:00,0
1624580081,4/14/16 14:00,87
1624580081,4/14/16 15:00,34
1624580081,4/14/16 16:00,170
1624580081,4/14/16 17:00,1197
1624580081,4/14/16 18:00,182
1624580081,4/14/16 19:00,445
1624580081,4/14/16 20:00,0
1624580081,4/14/16 21:00,227
1624580081,4/14/16 22:00,0
1624580081,4/14/16 23:00,50
1624580081,4/15/16 0:00,178
1624580081,4/15/16 1:00,6
1624580081,4/15/16 2:00,0
1624580081,4/15/16 3:00,0
1624580081,4/15/16 4:00,0
1624580081,4/15/16 5:00,0
1624580081,4/15/16 6:00,0
1624580081,4/15/16 7:00,0
1624580081,4/15/16 8:00,0
1624580081,4/15/16 9:00,0
1624580081,4/15/16 10:00,0
1624580081,4/15/16 11:00,415
1624580081,4/15/16 12:00,0
1624580081,4/15/16 13:00,0
1624580081,4/15/16 14:00,0
1624580081,4/15/16 15:00,0
1624580081,4/15/16 16:00,0
1624580081,4/15/16 17:00,0
1624580081,4/15/16 18:00,6
1624580081,4/15/16 19:00,386
1624580081,4/15/16 20:00,0
1624580081,4/15/16 21:00,27
1624580081,4/15/16 22:00,287
1624580081,4/15/16 23:00,185
